回复数,标题,Tid
2,b站来大专发广告了,7642971514
58,一个人不孤单,7625334084
2,图书馆,7642921203
0,想问一下选修经管学信号与系统好吗？难吗？,7643013825
2,专科可以考佛科院研究生吗？,7641471777
16,输麻了,7631218745
5,我们学校有人打ACM吗？,7640320199
0,美团共享电车今天起不能骑了吗？,7642362450
7,输,7641170242
32,吧友们有没有报广东联通校招有消息的,7635615639
9,佛山地区有无出山（出殡）呢种讲法,7640684176
14,兄弟们，哪里有连声乐的地方，最好是南海区，离学校近一点的,7621386121
40,#佛科院更名#,7608933615
16,水一帖,7639521919
22,emmmm有没有备考选调生或省考的,7631079937
6,芜湖，输麻了，真的寄了呀,7640339373
2,有叫覃潇灵的研究生嘛,7318224039
4,不懂就问，北区快递丢了找不到登记有用吗,7640268612
5,关于志愿学分录入,7438943329
23,佛大的这些美景你有看过吗?(校花/校草)🌸(仙溪校区),7638524746
9,哭了大家，英语才发现u校园一道题还没写时间截止了，对成绩影响,7630296659
9,请问社会人员能进图书馆复习吗,7638973450
6,吧里有法学的hxd们?,7586986417
1,有没有语文的试题啊,7639031831
0,有人玩儿路亚吗,7639252330
23,人家怕怕！,7579574570
0,初级经济师 10.30拼车 三缺一!!,7588274039
1,要改名了？,7638785319
7,江湾校区 放在南门的外卖被人拿走了,7637479133
0,找车车,7638702323
3,请问现在校外人士可以进去吗？,7636461810
17,希望送外卖能留心点。,7565879906
14,混入其中,7636786804
11,来个佛大的好朋友,7630728981
1,有没有那个兄弟姐妹有解剖学的题库啊啊啊啊,7614099300
5,就业  考研 心理学  用户研究,7632185759
3,手二手电动车,7553119869
9,赢,7633006208
,,
0,学校有招聘群吗。。。想找工作没有机会,7637549274
20,如何评价只花6年时间就杀进你们学校排名榜前60,7602260959
2,输！😭😭😭,7637407875
0,放寒假了？？,7637407557
0,现在大学毕业生都是用什么渠道找工作？,7637337580
51,大二了，毫无社交还能救吗？平时想找朋友聊聊天都没，跟舍友也没,7630073476
3,请问有佛山科学技术学院的汕头同乡会新生咨询群吗,7490629001
1,请问报考初会是学校统一报考的还是自己在网上报？,7636333208
53,老师兄深夜emo,7588733438
2,有没有师兄师姐出打印机啊，每次去外面打好麻烦,7634850187
0,帮帮忙咯,7636872347
4,现在本部能随意进去吗，想进去跑跑步。。。,7612126571
28,发个野榜娱乐一下,7630646438
14,选修课千万别选电影赏析！！！！这老师真TM令人恼火,7633988882
0,求助🆘,7636145530
12,仙溪校区 请问 2022届什么时候拍毕业照！！,7632054675
2,学分认定的证书可以堆到后面某个学期再集中补录吗？,7634859825
61,破防辣😭😭,7534305743
11,水一帖,7589711750
9,暑假i志愿刷100志愿时可以在到梦空间补录时按1:0.01转,7441853209
19,[社团] 佛大江湾吉协 吉他协会不只有🎸！,7463796136
13,笑死，差点不能毕业,7625185335
0,xdm，学校助学金什么时候发🙄,7635073995
1,求购,7634934653
0,xdm，问个问题,7634927890
10,这里的食堂有什么好吃的吗,7634054091
1,饭堂包间,7634864399
4,有人知道可不可以办一个月的校园网吗,7634824315
59,你们最不喜欢舍友在宿舍做什么,5659825121
11,龙舟说唱在哪里能看到，毛概实践作业来的,7575244407
12,学校有钱买手机袋，能不能把Adobe全家桶也买一下，买一送一,7585067121
21,有无这周六有空的uu？帮忙来讲座充场 70 时间1-2小时,7613159675
31,各位师傅你们怎么看待华东理工大学发生的事#华东理工大学#,7632091779
3,最近掉了个黑框眼镜，有没有哪位好心人知道在哪里呢,7599317673
10,糟了，革命果实被窃取了,7629685379
14,怎么办啊Xdm快期末了，突然发现政治书的膜都撕……,7632792262
220,江湾新生杯决赛教练真没素质,7088953241
1,学科思政,7633416012
5,大家的学院的入党条件都是怎样的呀，可以说说吗,7626670864
8,咱佛带名场面了属于是,7630221223
1,关于创新创业学分转选修课学分,7632591490
9,友友们，想偷偷寄个东西给朋友，据说你们大三在新校区，新校区的,7632205922
5,玩手游飞车的加个车队一起玩啊,7631696356
20,鼠鼠长成这样还能找到女朋友吗😭😭😭,7610110142
4,我们宿舍楼太贴心了，为了防止某些外卖问题的发生，给我们在宿舍,7631165975
12,佛大在校生求原创设计合作伙伴,7628692628
12,仙溪有闲置群吗，求拉,6314658266
9,😂😂😂😂😂,7631729141
0,问一下学校里有二手教材的群吗？,7631493249
46,感谢贴吧,7627600790
,,
2,有无人能打到20胜的，重金找小代,7630931280
12,真的是带专吗,7629178456
21,一分钱都没有,7623590619
20,大三了，学分不够！！！,5603826190
11,可以申请换宿舍的吗？难吗？,7621347028
3,清风楼一楼早餐店价格上调50%,7596112729
6,请问一下，贵校图书馆目前阶段可以进么。,7625114422
11,有人知道四六级证书是寄到学校哪里么，仙溪的,7628893142
8,去了教育技术学（师范）这专业如何，求师兄师姐求教,6199450694
3,#评教上学期评教忘了的，或者评教未完全评完的。现在怎么解决，,7627546133
8,大一高数两次不交作业会挂科吗,7628823770
60,绷不住了,7626510809
8,有佛科插本群吗#佛科#,7419132909
11,牛逼，高引用科学家,7628231920
90,非本校生可以进去学校参观一下吗？？,6253422062
6,校园网怎么这么垃圾。收了钱却用不了网！日tmd！！退钱！！！,7626330465
9,都是什么贵物,7626868229
5,d4有女生宿舍？,7618899347
11,佛带🐭🐭的破防瞬间,7622199210
35,哥哥们，请问看蓝牙水控器的补助怎么薅  有懂的吗,7279212129
12,1个钟 我要看到佛带版的,7607678623
28,uu们，我是想说，有没有一种可能,7597288651
17,请问一下有佛山科学技术学院的新生咨询群嘛，可以分享一下嘛，谢,6177738832
30,我发表了一篇图片贴，大伙来看看吧~,7627106647
0,国考找人一起,7628613748
1,请问大一下学期换老师吗多久换一次呢，江湾校区,7628273969
7,完了，这下真成大专了,7583785620
1,2022佛山照明秋招交流群,7625003190
15,我又来了，打算考研报考贵校的数学专业，请问一下有没有已经上岸,7239876122
3,初会什么时候备考比较好，还有计算机二级考试内容是要自学的吗？,7627818468
1,现在江湾校区的小伙伴还多吗？我想找人一起去玩剧本杀,7627353052
14,佛带，佛带啊,7626467875
13,评选优秀团员,7625922223
10,我发表了一篇图片贴，大伙来看看吧~,7618210034
7,伞兵体育，这直接诈骗罪,7556865489
1,大家好！有没有知道这个 助学金 的两人指标是以学院为单位还是,7612323904
18,学校为什么要14天打卡未打卡成功还要核酸检测，感觉有够奇怪，,7234513506
1,佛带,7626566209
12,等你先升二本再说吧😄😄😄😄😭😭😭😭😭😭,7626426491
0,有吴小莲教授的研究生吗？同学们……,7626963713
1,寻找学校兼职群。长期或者短期那种,7626355619
5,咱学校公会战我能来混混吗，我不是枪男,7623111642
45,这也能参赛？,7623563373
86,我发表了一篇图片贴，大伙来看看吧~,7606550017
21,招聘会,3109465160
1,在c3教学楼附近唱歌的在想什么，还唱这么大声,7626383366
0,想问有没有学校长期和短期兼职的微信群呀,7626243546
14,佛大，2016级的毕业生招聘开始了没有,4190509307
22,广东省志愿填报指南上两个动物医学是啥意思啊_(:з」∠)_有,6851022013
25,学校的动物医学专业怎么样呀，有学长学姐来答答吗（｡ò ∀ ó｡,7263497018
,,
16,大下午的让不让人睡午觉了,7624649009
5,毕业论文能拉几个学积分？学积分不够，可以救一下吗,7624032640
17,要是住你宿舍楼上的人严重影响了你的正常作息，楼上说会改，却依,7622716746
7,佛科灵魂歌手,7616395777
12,求推荐江湾附近维修电脑不错的店,7621662913
24,看过连椅子都没有的宿舍吗,7612455510
6,十二月底能在图书馆玩手机吗,7620482363
18,补测成绩还没出来吗,7623876125
46,新闻看到的，赢了,7609685724
1,体育课挂了怎么办,7623054630
1,想问下，佛大有没有算绩点的?,7621023311
43,有一整个被无语住😅这意思就是怪我不认识那是蛆，给吃了呗😅,7610229784
8,不懂就问,7611861701
7,无语了呀,7624343549
7,请问现在出校需要在辅导猫请假吗,7619308453
12,在宿舍外放的是什么脑瘫,7617528936
7,很好奇饭堂二楼霸个座然后去汤饭排队的人什么心态,7623266429
9,波比的锤子就是杰斯做的,7623429528
27,救救孩子吧,7623620554
0,不懂就问,7624528557
6,江湾有吗,7623496763
0,帮帮忙！！！,7624306526
13,佛大仙溪二饭怎么有脸评最好吃的饭堂啊，应该评最贵饭堂。,7622988349
2,想问一下思想成长参加了八场讲座后，再参加就真的不计入了学分吗,7623923329
9,关于仙溪北区图书馆,7622299052
2,带伙们有没有前几年毛概的题目,7620855398
3,下午广州回佛山，有没有,7133604265
25,退坑出模型,7609243453
6,问吧友们一件事,7623081154
1,考研,7623453877
18,我的二课学分目前这样了，请问还有什么哪一类不够的吗？我找不到,7370491287
33,xdm 腰间盘疑似突出了，能不能推荐一下周边哪家医院好一点啊,7618754704
6,校园网是什么垃圾，ipad突然死活连不上wifi，非要我开热,7622518087
2,学校有没有哪里可以发招聘信息,7622509446
3,8级的最后一天，立此存照,7616776009
43,上课看🐒戏，赚翻了,7611806331
11,求助贴,7613790360
11,突击检查,7616483747
128,辅导员当众侮辱学生致学生轻生？,7544955350
6,20兆？2兆！,7614318120
29,麻了,7356568700
7,有没有玩剑与远征的同学,7615020672
16,中门管理,7621660572
55,有没有玩粥粥的,7615591257
13,学校的那张银行卡,7621247029
3,国考,7622180094
15,关于转专业,7560270578
1,粤商通事什么勾八,7622328402
39,怎么给学校提建议啊，羽毛球场地实在太滑了，能不能铺设那些室内,7044348724
4,补测成绩啥时候出？,7621942499
,,
6,关于mei sha,7592865603
15,母校改名成功了吗,7621147272
15,对不起，对不起😭😭😭,7604834165
61,哦，某社长急了，不断口吐芬芳～笑死别说我看不起你这个社长，我,6730692245
36,来自一名工商管理插本生的疑问请问学校的公共卫浴是一间一间隔开,7591352621
0,开关门大声的人是司马了吗？木门铁门都吵的要死,7621205643
10,嘻嘻 有喜欢肥肉的同学么,7619440578
28,骑车到这里了捏,7610490491
25,这。。。蜂了吧,7598546122
12,真·按需推荐,7619682030
15,Hxd们你们有听到仙溪体育馆那边唱歌的吗？,7616364082
8,30号想过来招聘会，是外校的，可以进江湾校区吗,7585557440
27,好奇他说了啥，有无懂哥？,7612227929
25,有人玩原神没,7334014344
16,体测的补测预约了下午的时间，如果早上去测会有成绩吗,7617528947
3,请问体测补测成绩是取最高的还是最新的？,7619267448
27,恭喜佛科院获1学硕5专硕,7610134968
13,有想领养猫猫的同学吗？仙溪的,7606386415
1,请问大四的师兄师姐知道毕业照片采集可以不去学校的集体拍摄吗？,7617713480
0,毕业照片采集,7618849463
73,线下验光➕网上配镜，比实体店省钱1K➕,7473007006
49,绷不住了带伙,7612876652
8,d10又能给停水了,7604113414
1,寻找身份证！！！有没有人2021年11月17号下午在佛山桂城,7618504320
0,佛科院输麻了,7618255651
9,关于实习,7600691703
6,学校超市的理发店靠谱不？,7617214710
26,材能学院,7604621065
0,请问一下佛大江湾琴房现在还有开放吗,7617349941
0,仙溪校区哪里可以借手推车呢？,7617292410
277,今天上厕所看到的,7590375283
22,这些专业或成大赢家。,7610074236
24,家人们,7613863300
8,我们又赢了😆😛😋,7605188624
21,我的假期生活,7608477476
38,赢,7603401021
14,感觉学校改名就像拼夕夕提现一样,7615393767
12,赢,7614658742
10,有人一起去吗,7616166112
19,校园网就这样大家能受得了吗，还是说大家都习惯了,7613353304
1,江湾校区收一辆代步自行车,7615809093
3,会通楼中国电信的信号最近好差有没有人跟我一样的,7616712178
9,马原来了,7615580512
12,这校园网问题在哪里,7614789747
45,广海现在都开始碰瓷深大了，是佛科莞工不配他们拉踩了吗,7607390359
9,如何评价北区食堂二楼早餐店一杯265ml的豆浆2.5元,7612749266
34,2020佛山科学技术学院（广东理工大学）拟申报新增硕士点！！,6750024014
9,猜图,7564890834
9,想咨询一下转专业成功的师兄师姐,7533657280
10,早就想吐槽这个门很久了，为什么只在饭点开。无语平时想去饭堂吃,7551121680
,,
515,来点青春文学,7600376007
16,然然终于回我了😭😭😭😭,7596811994
22,帮：电子产品的配置升级和选购手机就没什么必要了  就只说说电,7610765652
28,当亲戚问你在哪里上学，你会怎么说？,7584739139
18,大的💊来啦,7612819152
16,免测什么时候能出通知呀？,7593603451
4,D9和D8不知道那个傻,7613843609
9,佛大仙溪校区宿舍风扇问题,7543233693
4,不懂就问，这学校这么多🐵的吗,7611772433
30,今日首蚌,7604281567
6,大家好！请问有没有人知道这个 助学金 的两人指标是以班级为单,7612326033
25,我发表了一篇图片贴，大伙来看看吧~,7604017439
3,期待,7612382398
5,求助,7611832928
17,法不责众,7611318617
24,刚好四年,7416696662
14,蚌埠住了😭,7584301106
82,官方认可,7605133696
60,今年选调生的选调高校！佛大有👍,7604650001
14,关于体测预约：真的只有一次吗！,7573622593
0,闲置物品,7612028547
65,//为了优化吧务团队结构，佛科院吧现启动【小吧主招募】计划条,7589146900
12,家人们，答应我，好吗？,7574774053
26,有无觉得学生会的来教室查人是否来齐时的那气势好像很盛气凌人，,7601355974
34,破防了，佛带内卷现状,7591492922
11,EDG牛逼,7602979024
,,
46,大聪明,7603951461
2,想考我校全日制专硕研究生（学科语文方向）,7609150208
5,notability这波吃相太恶心,7598660234
0,两年半了!天道好轮回，苍天饶过谁！,7608833063
37,兄弟们，更名两年内基本没戏！🌚,7355571963
4,我们就没有吗？,7608489335
44,来来来，上一波新校徽，#佛科院更大#,7602464544
27,解封了，请问仙溪周围有啥可以玩的,7578314943
9,从图书馆借书，逾期忘记还书，会怎么样?,7604847549
3,向吧友们问个路哈,7607771247
11,学校可能又要封校了,7602959444
2,仙溪收一台自行车,7607308381
0,关于借书的问题,7607433818
5,听说今年高数都有三补了？？？？,7604716182
2,疫情下的快乐--别人学校篇,7604612790
1,仙溪附近有哪个酒吧好玩的吗,7606619311
11,向吧友求一个教育心理学资料,7604922667
2,为什么工业设计机械基础要闭卷考试？,7605491483
7,西区干嘛了，吐了,7605923199
20,兄弟们停一下，我们都上光荣榜了,7604685548
3,江湾有乒协吗，🐭🐭想找人打球啊,7602590500
0,有佛科院深圳校友群吗,7606066853
2,找几个佛大的同学帮我做个调查问卷，有偿！,7576515657
5,找uu做问卷调查，有偿的,7579310534
8,体测成绩二十多分能毕业吗,7597849443
22,家人们，在江湾校区想去高铁站，最好的方式是啥,7559065551
34,对河滨校区情怀已经没了。,7579799475
11,我18级延毕也要第三次机会,7604704568
9,有没有大哥推荐一下电子信息通信方向的导师呀,7270994755
2,校内100网,7587618331
11,我宣布，佛科院为全国带科学学院四字的最强高校,7602894679
2,太吓人了吧，练车也得注意安全呀,7602216356
1,诶,7603100286
1,江湾的兄弟们，想卷了，没地方卷，所以就不卷了。是我的问题吗？,7604846488
20,也不知道这样尽力维护学生的权益有没有错,7587708676
6,校门,7604413085
4,请问体测什么时候能补测啊,7604224149
0,公然违反学校的规定，这领导能处,7604785645
8,佛山市口腔医院,7543165526
10,还有我,7603945959
155,EDG？一定寄！,7603131412
15,天冷了，在线征集个贴吧老哥给我剥橘子,7588409571
17,emmm能找个人吗？,7587105658
10,兄弟们，开冲!,7602858702
183,我的两次西藏自驾,7112456641
12,别人的学校，输麻了,7602901630
256,那啥，为什么看完比赛非得在宿舍区喊两嘴？是看谁肺活量大吗？,7025721405
11,我们是，冠军军军~~,7603172157
4,兼职,7600285321
16,腾骏东区二楼,7599141752
,,
39,以后看清我的id，我来了就是水贴了,7593085766
19,好好介绍一下本部大门de烂尾楼,7597843824
14,仙溪校区有没有线下一起观LOL全球总决赛的地方？,7599948659
12,仙溪即将去河滨,7592220439
17,xdm，这下我成小丑🤡了,7594309609
27,吐槽恶心舍友,7557637731
0,啊这，上央视了啦,7603303235
2,edg呜呜呜呜呜呜,7603178748
6,佛大上电视了，张学姐,7599244924
7,广东省前三季度经济增长状况,7602251592
0,好嗨无聊啊,7603129788
4,兄弟们，今年仙溪饭堂是看不了全球总决赛了吗？,7602476622
13,仙溪食堂有比赛吗,7602899591
5,兄弟们，阳光广场今晚好像可以线下一起看比赛!,7602764418
6,课堂派的查重是班内查重还是知网查重,7601998473
5,万人血书清风楼3楼改成收费自习室,7602822573
12,清风楼一楼已出现摊位等待接盘或者别的情况,7593451631
2,仙溪1000m一定得跑吗 不让打卡直接走行不,7602668490
2,急 大伙肺活量在哪测 仙溪,7602649972
22,隔壁学校是怎样💦我们佛职院没有排面天天被个小学吵是吧(#吐舌,7575546110
3,所以说，总决赛没有线下比赛观看咯,7601727760
4,好想和大家一起看比赛,7602514475
3,求问大四体测46分，但是综合成绩超过50分需要补测吗？,7602455791
4,江湾有没有线下看lol总决赛的?不会佛科院没有lol玩家吧，,7601731066
26,学院转设，广东完成了吗？,7583391653
6,为了无上荣光,7601430845
5,好可怕,7599936409
3,异地鸡异地鸡,7601264925
8,日渐离谱了xdm,7599855022
5,噗嗤，希望吧,7601048610
5,这是什么情况，有无懂哥,7601173601
1,江湾这边有没有什么地方能烫头的,7601310326
2,各位帅哥哥漂亮姐姐,7561478502
1,我发表了一篇视频贴，大伙来看看吧~,7593514409
,,
11,佛山有没有s11线下观赛的地方？,7597561437
5,非本校学生可以蹭会计课吗,7572537353
0,图书馆清书,7599317658
22,佛大win again，我们是?,7588973206
10,学校怎么好像少见考公的,7597304510
2,不给电动车进是什么牛马,7598716752
5,急招csgo队友，组车队啦,7597831927
8,清风楼一楼的店越来越少了，这么快就关了这么多这是快干不下去了,7597527960
5,xdm数学物理方法咋搞,7593271263
5,体测成绩不理想可以重测吗,7597904597
4,已连接，无法访问互联网,7597691272
11,仙溪校区附近租房,7197508524
10,校园网没断,7595863673
2,我校园网连不上,7597353772
11,看lol的江湾朋友们快进来,7597040851
4,有没有想一起参加这个的,7597873114
2,有无校内闲置二手群，伙汁们拉我一下,7597038476
13,恭喜edg！,7595892908
11,体测成绩啥时候有？！,7596594102
3,又停水,7596092179
47,关于最近的瓜，我简单喵两句,7359842585
3,佛科院里面或者附近有快速复印的店子吗！？,7537625142
198,入驻贵吧，介绍历届佛科院毕业校友职业发展状况，以供在校生参考,5304096879
3,兄弟们，移动校园网怎么续费啊，实在找不到怎么续费啊。,7597498852
29,破防了，我同学用贴吧找了个大一学妹女朋友,7544574476
13,以后看清楚本猛男，猛男来了就是来贴贴了,7593753624
2,有打算考公的uu吗？,7580057147
2,我发表了一篇图片贴，大伙来看看吧~,7566768580
1,会计,7594029885
9,家人们学习强国现在每天得刷多少分就够了,7581564402
0,考研机械工程在哪看参考书目具体版本的啊 友友们,7596698008
7,希望jtct吃枣丸,7595194923
5,怎么会有那种天天在体育馆那边嚎的人,7594610359
0,EDG给爷😡打爆DK,7595896279
9,食堂有比赛看吗,7595627544
10,今年食堂直播四强吧，可能决赛没有机会了,7588552302
17,如何评价隔壁,7591999626
2,蚌埠住了捏,7588275178
7,兄弟们，体测室内的弄完了，还剩跑步没跑，会出部分成绩吗？,7594610119
9,下雨体测可以不跑步直接等补测嘛？,7594431595
31,关于北区二楼自助餐涨价,7582357132
16,兄弟们，有没有中门炒粉的微信,7553132934
7,来了个书记，看图说话,7594145522
1,佛大的友友们，请问体测不理想可以等下次补测吗,7595172898
19,下雨天跑步，家人们怎么说？,7594417148
4,找羊,7592640666
21,体测,7593957860
37,今周看点，周程表,7289814226
1,d11的晚上唱歌外放能不能小点声,7571900191
9,请问我们佛大有卖二手东西的平台吗？,7593296158
,,
1,周六没测1000米的是不是要等11月30再测啊，我看30号的,7589780513
4,梅沙这算严重扰民了吧，能报警吗xdm,7587086648
2,新校长估计来了,7593981900
5,如果体测除了八百没考但总分都达标了，能不跑八百吗？,7593968226
2,惠普笔记本九成新出手，限佛山市区，需要的留言,7592872408
13,每天晚上12点左右，d9靠近d8宿舍这边,7589980144
12,精彩梅沙大学,7591513056
3,今天体测下雨，室外项目测不了，咋整？,7594006217
5,图书馆前飞能毕业吗 xdm,7593642497
3,已经被录取，请问录取通知书什么时候发放？,5232840794
23,小吧们，以后看到我id叫一声哥哥,7593266947
5,hx萌，这个在哪里买？求解,7593623897
1,我宣布佛山梅沙双语学校校运会胜利闭幕,7593343426
1,玛卡巴卡，干他,7593015461
28,专科学校,7535148620
0,请问下个月3号的南海专场招聘信息如何了解哇,7593529428
26,有一门科目第二次补考也没过，要延期毕业了，如何避免，还是说只,6905230982
4,请问下现在现在社会人员可以进入校内跑步吗？怎么可以进去,7592211658
15,音乐选合唱才是出路,7590999969
17,讯问仙溪其他水果外卖,7590959171
5,破防了呜呜呜,7592560243
8,呜呜呜我上带专我活该,7588626238
30,开车来学校应该怎么停呀,7538145834
15,家人们破防了今年要考15分才能毕业,7586243753
1,找了好久都没有😭电子技术的资料好难找啊,7587926048
21,赢了赢了！,7589180994
62,前几天看佛大表白墙，说大四的提醒你们，再不找女朋友以后只能靠,7308757942
0,有无人打日麻的哈哈？,7592274609
3,现在是都不可以申请住宿转走读吗？都解封了还不让走读，我无语极了,7591472517
2,请问现在现在社会人员可以进去吗！跑步,7592203116
2,汉语言文学专业在哪个校区啊,7591935680
2,看一次破防一次(இдஇ;),7580799575
7,请问汉语言文学插本生在哪栋宿舍啊女生,7591354826
21,万一火灾了那他们就🔥了,7577061926
9,请问有谁是周六去西樵高级中学考教资吗，一起拼车呀,7588346943
3,想问一下口腔医学专业毕业生一般去向,7563891439
1,那个每个班的“请党放心，强国有我”主题团日活动是每个月有还是,7589831335
5,仙溪附近有什么好吃的,7580576632
11,赢（wuhu,7589322480
1,有没有人知道哪里可以核酸混检？,7591060124
5,松岗,7590997745
0,演唱会级别的震撼音效，极致的视听享受让人激情澎湃的广场舞现场,7591102853
15,怎么投诉隔壁仙溪梅沙小学，这音量在宿舍关门都能被吵醒,7590185348
80,为什么我疯狂的佳姗还是这样,7548240260
16,仙溪天空,7589576166
47,大一现在退学，补报高考来得及吗,5517268831
4,宿舍费~,7581844357
3,dd D测,7589428355
24,广东科技大学？蚌埠住了,7577744432
2,有偿写问卷，救救孩子吧，两分钟搞定的,7576540063
,,
5,江湾校区附近哪里有烫头可以的理发店呀,7589259731
6,体测肺活量和1000米没录到成绩要重测吗,7588079564
3,隔壁学校,7589686450
6,今天d跑有被抓的吗,7585639481
2,想问一下佛科大研究生毕业要求需要发什么？,7587675266
1,佛科院研究生,7589713267
86,吧里又开始乌烟瘴气，想来也是没办法，决胜之际困难重重，昨晚上,6983120834
2,哪里有这种包子卖,7588349626
16,好家伙，我的心里只有感恩没想到学校有这样的石头,7584681802
2,江湾附近哪里有核酸混检的？,7589382581
0,大佬们，有市营和组织行为学题库不,7586745291
3,朋友们，我们口腔医院拔智齿收费咋样啊？,7589251819
4,江湾24号体测的小伙伴们，你们的成绩出完了吗，,7588891127
6,想30号过去江湾校区招聘会，外校佛山人，需要报名什么的吗,7585559283
6,xdm，佛山哪家医院是核酸混检的啊？,7588400451
6,xdm 300w的锅在宿舍能用不,7579197637
9,又又又要体测了。我又来发问了，每年都不明白。,7572005162
17,xdm我想啸啊,7586170052
1,校选课不上有影响吗,7588956088
16,你好，请问一下，大四的还有机会脱单吗,7585526033
6,想问下小伙伴们：现在外校的同学能进去江湾校区参观吗,7579888125
8,友友们有江湾校区的租房群吗？,7567169733
78,害。。遇到一个问题，xdm楼下细说,7578495324
1,有想一起组队的小伙伴吗,7588431857
18,我们佛大中门太人性化啦,7584885049
12,xdm 有多少跑了1000米然后我显示未测试的上头说什么可能,7588355438
57,恭喜各位新生成为佛大的一员，如果你们想在大学学习一门乐器或者,6892777608
1,不懂就问，D11附近唱的是什么歌，太好听啦,7578552836
5,仙溪附近租房。,7220448063
0,今天凌晨两点西区研究生楼宿舍打电话那个憨批不知道降低音量吗！,7588274410
38,体测,7572005770
92,不懂就问，老师的肺是不是和学生构造不一样,7576180322
1,教资10.30,7587870363
6,有没有什么渠道投诉对面的贵物小学扰民啊？,7523160176
3,口罩,7586985204
12,听说不预约也能去体测是什么鬼,7586126575
7,江湾出个二手网球拍,7548627912
5,体测,7586114831
1,想问问水果捞有外卖吗,7587038967
5,一大早就在南区篮球场吵,7586648106
11,不懂就问，仙溪北区饭堂的旧桌椅为什么要换，不都是还能正常使用吗,7582917170
13,有没有玩switch的同学，有空一起打机。,7181329118
0,请问仙溪附近哪里有卖二手山地车的，仙溪太偏僻啦，出去都好麻烦,7586802037
15,今天体测的家人出成绩了吗,7586186008
1,体测,7586712287
3,大佬求救,7585191602
8,如何评价数院这波操作？,7579292944
34,😅,7538458820
1,1000能滴卡不跑嘛,7585496981
2,大四这一年一定要过50吗,7586027947
,,
8,请问仙溪有打ps4的吗，找找同伴,7565039449
3,体测,7585608848
3,有毕业吧友在佛山地铁工作的吗，想请教一下问题,7585791886
2,1000m不测够不够分?,7585646096
6,体测应该不用按照那个排队序号来吧？,7579233216
5,如题,7585277280
0,有没有人去体测了，体测是和往年一样吗,7585475402
6,有兽医考研的学长学姐或者研友吗,7578645396
4,求往年佛科数据结构期末试题或考研电子信息往年真题,7583978668
2,有佛山或者南海的同乡会吗呜呜呜,7584845471
13,xdm，要不要联名把学校生活费打下来，顶不住了，太贵了，顺便,7578646200
26,如何评价为了让兄弟不孤单自己舍身取义去陪他参加活动,7576105239
50,封校,7537053426
12,有没有喜欢粤语老哥的同志啊,7582855185
3,非全日制考研，农村发展，求资料！,7580999532
0,考研,7584129933
5,引体需要180度才算吗,7582740520
7,师兄师姐们，准备考贵校的电子信息硕士,7234948616
5,还有没有机会捏,7583084243
19,食堂饭价,7568007054
5,挑战杯招人,7582739087
17,求师兄师姐告知,7574375069
4,转专业要求的成绩是看哪些科目啊？,7583068864
40,一点半 上课到底是哪个÷生想出来的啊,7571282227
23,体测是不是只要不跑1000m都有50分那到时候1000m可以,7579217949
2,研究生楼旁边在干嘛？,7583107588
3,学业奖学金什么时候可以知道结果呢,7583032730
6,xdm，隔壁学校6.30前在敲锣打鼓,7582802001
3,总学分=必修项+任意学分项＞7 中的任意学分项是指文体活动，,7581069957
3,学校的网真的是差的离谱,7581498975
12,学校有不用面试的社团吗😊,7558262477
4,关于插本佛科院的工商管理！！！,7537328356
12,好耶好耶,7582151808
32,听说需要大水逼来当新吧务,7573150681
61,有木有兄弟们撑不下去了,7577005975
4,dd 想问问优秀干部好拿吗 校级机构的,7582437212
0,兄弟们有没有仙溪校区d6栋的二手群哇,7582433000
5,公务员求解,7580972030
2,离开学校的第一个秋天，我想念宿舍的床了,7581906353
18,求一本高等数学。。。,5363194808
10,uu们，请问体测引体向上可以摆动上去吗,7581223431
0,仙溪校区有没有玩高达的胶佬,7581682455
1,xdm 服了北区隔壁的梅沙双语小学 以前七点左右也就用喇叭喊,7581544293
3,求助🆘,7581332482
9,请问，应聘学校辅导员需要住校吗？工资咋样,7580925347
36,想问佛山科学技术学院改名能不能在4年内完成啊😂,5775414196
20,现在佛大外人能进去吗？,7575349716
12,这个请假系统真勾八恶心,7576719055
11,到梦空间学分问题,7441849107
25,挑战杯找队友,7560086232
,,
29,终于等到解封了！！！佛大家人们，佛山有啥地方好玩的！！！,7578187556
3,求问：机械专业，学校的秋招哪个公司比较好，怕遇到雷，师兄师姐,7566828800
3,有同学知道次世代三维建模吗，这种是学什么的,7579587813
5,学习通APP可连接学校图书馆，查看很多图书与期刊,7580300928
4,D7宿舍的新生是什么贵物？？,7579555574
8,新来的有个问题想问问,7565635197
3,江湾区的跑道一圈有多少米呀？,7579979372
4,解封后的小疑惑,7579846837
10,有无兄弟亲身经历的？,7578034847
1,星期天找代课，一整天，有时间的私聊qq2609936444,7578614639
9,如何评价校园网周末晚上两点准时断网,7578106926
9,仙溪校区南区北区饭堂哪个好哇,7572846663
2,捡到一张校园卡,7577853411
16,第一次来你们江湾 有啥好吃的推荐吗xdm,7579160985
1,江湾的兄弟们你们的送餐到楼下电话是多少？😃,7569900293
26,还差一点点就黄牌了,7555885410
20,这种操作真的有够脑残,7579142325
3,有尝写问卷，救救孩子吧,7576540617
21,"正文：本人佛山科学技术学院吧主,吧主ID：孤独成性丨推荐本吧",7520099045
4,原来从本部到仙溪只要46.3元，就可以做外卖的电动车到达,7567660155
